inside tagger function

getting E values...
underneath|ADP=4.55504775208e-05
Brandon's|NOUN=1.65604040739e-05
radically|ADV=0.000144493010151
Prime|NOUN=1.65604040739e-05
stricken|VERB=3.34202259207e-05
'48|ADJ=2.74228048045e-05
court|NOUN=0.000455411112031
flogged|VERB=1.11400753069e-05
tailor-made|VERB=2.22801506138e-05
lovelies|NOUN=8.28020203693e-06
dynamic|ADJ=0.000219382438436
appealed|VERB=3.34202259207e-05
collectively|ADV=3.61232525377e-05
prison|NOUN=9.10822224062e-05
high-temperature|NOUN=8.28020203693e-06
partition|NOUN=8.28020203693e-06
witnesses|NOUN=4.96812122216e-05
Sack|NOUN=1.65604040739e-05
quadrupling|NOUN=8.28020203693e-06
Rockfork|NOUN=2.48406061108e-05
bathe|VERB=2.22801506138e-05
Spegititgninino|NOUN=8.28020203693e-06
Notice|VERB=1.11400753069e-05
Multiple|ADJ=2.74228048045e-05
79,400|NUM=0.00015006002401
tenth|ADJ=5.4845609609e-05
Eagle's|NOUN=8.28020203693e-06
Mama's|NOUN=8.28020203693e-06
hemorrhage|NOUN=2.48406061108e-05
grassfire|NOUN=8.28020203693e-06
Agreement|NOUN=0.00021528525296
Vail|NOUN=2.48406061108e-05
discolors|VERB=1.11400753069e-05
accentuates|VERB=1.11400753069e-05
reintroduces|VERB=1.11400753069e-05
47.6|NUM=0.00015006002401
relatives|NOUN=9.93624244432e-05
Remarks|NOUN=8.28020203693e-06
helium|NOUN=0.000124203030554
Kezziah|NOUN=8.28020203693e-06
batter's|NOUN=8.28020203693e-06
Mother|NOUN=0.000165604040739
chromatography|NOUN=5.79614142585e-05
Protestant|ADJ=5.4845609609e-05
interrogation|NOUN=8.28020203693e-06
evaluated|VERB=0.000100260677762
ROK|NOUN=8.28020203693e-06
Materials|NOUN=1.65604040739e-05
undershirt|NOUN=2.48406061108e-05
mute|ADJ=5.4845609609e-05
extensions|NOUN=1.65604040739e-05
cooking|VERB=0.000122540828376
pre-cast|ADJ=2.74228048045e-05
surmised|VERB=2.22801506138e-05
Aye-yah-ah-ah|PRT=6.40122903597e-05
aesthetic|ADJ=0.000164536828827
waver|VERB=1.11400753069e-05
emulate|VERB=1.11400753069e-05
start|NOUN=6.62416162954e-05
salesmen|NOUN=9.93624244432e-05
Heidegger's|NOUN=1.65604040739e-05
hilum|NOUN=4.14010101846e-05
throttle|NOUN=4.96812122216e-05
shoulders|NOUN=0.000314647677403
Payments|NOUN=1.65604040739e-05
embodied|VERB=1.11400753069e-05
sigh|NOUN=5.79614142585e-05
shudder|VERB=4.45603012276e-05
Suitable|ADJ=2.74228048045e-05
runt|NOUN=8.28020203693e-06
Gathering|VERB=1.11400753069e-05
corpse|NOUN=4.96812122216e-05
constructed|VERB=0.000278501882673
surfaces|NOUN=0.000165604040739
bloodstained|ADJ=2.74228048045e-05
sponges|NOUN=8.28020203693e-06
suffocating|VERB=3.34202259207e-05
counterbalancing|VERB=1.11400753069e-05
privately-owned|ADJ=2.74228048045e-05
Intelligence|NOUN=3.31208081477e-05
beachhead|NOUN=8.28020203693e-06
handicap|NOUN=3.31208081477e-05
riffle|VERB=1.11400753069e-05
delight|NOUN=0.00010764262648
man|NOUN=0.00479423697938
diagrammed|VERB=1.11400753069e-05
Confused|VERB=1.11400753069e-05
she'll|PRT=0.000192036871079
lasting|ADJ=2.74228048045e-05
Commencing|VERB=1.11400753069e-05
musculature|NOUN=8.28020203693e-06
intercontinental|ADJ=5.4845609609e-05
immensely|ADV=0.000180616262688
availed|VERB=2.22801506138e-05
docked|VERB=1.11400753069e-05
Anglo-Americans|NOUN=8.28020203693e-06
similarities|NOUN=8.28020203693e-06
registration|NOUN=0.000157323838702
tightest-fitting|ADJ=2.74228048045e-05
Pasture|NOUN=3.31208081477e-05
feet|NOUN=0.00130827192183
That|DET=0.00237477043886
Philadelphia|NOUN=4.14010101846e-05
Take-up|ADJ=2.74228048045e-05
lest|ADP=0.000136651432563
boredom|NOUN=4.96812122216e-05
individualizing|VERB=1.11400753069e-05
Inside|ADV=0.000108369757613
lace-drawn|ADJ=2.74228048045e-05
Figure|NOUN=0.000231845657034
plodding|VERB=3.34202259207e-05
Presiding|VERB=4.45603012276e-05
Felice's|NOUN=8.28020203693e-06
bum|NOUN=4.14010101846e-05
honored|VERB=2.22801506138e-05
flange|NOUN=8.28020203693e-06
convicts|NOUN=8.28020203693e-06
Carmody|NOUN=1.65604040739e-05
winning|VERB=2.22801506138e-05
imperious|ADJ=2.74228048045e-05
knotty|ADJ=2.74228048045e-05
Pseudomonas|NOUN=8.28020203693e-06
Pentagon|NOUN=2.48406061108e-05
simplified|VERB=3.34202259207e-05
pleasant|ADJ=0.000383919267263
pans|NOUN=2.48406061108e-05
speckled|VERB=1.11400753069e-05
measurement|NOUN=0.000207005050923
escape|VERB=0.000211661430831
five-coordinate|ADJ=2.74228048045e-05
remembers|VERB=1.11400753069e-05
Protests|NOUN=8.28020203693e-06
Mont|NOUN=8.28020203693e-06
rear|ADJ=0.000383919267263
array|NOUN=1.65604040739e-05
narrowed|VERB=6.68404518415e-05
isopleths|NOUN=1.65604040739e-05
Field|NOUN=4.96812122216e-05
Somebody's|PRT=0.000128024580719
interrupt|VERB=2.22801506138e-05
mobilize|VERB=2.22801506138e-05
foresight|NOUN=2.48406061108e-05
hypodermic|ADJ=2.74228048045e-05
berry|NOUN=2.48406061108e-05
nostalgic|ADJ=2.74228048045e-05
accidents|NOUN=2.48406061108e-05
Bay|NOUN=5.79614142585e-05
paleoexplosion|NOUN=8.28020203693e-06
inch|NOUN=0.000190444646849
Little|ADJ=0.000274228048045
varying|VERB=0.000233941581445
chiseled|VERB=1.11400753069e-05
utility-cost|NOUN=8.28020203693e-06
tumefaciens|NOUN=8.28020203693e-06
anger|NOUN=0.000231845657034
Britches|NOUN=8.28020203693e-06
$32,000|NOUN=8.28020203693e-06
Speaking|VERB=4.45603012276e-05
Sloane|NOUN=2.48406061108e-05
low-sudsing|ADJ=2.74228048045e-05
Pocket|NOUN=3.31208081477e-05
remarkably|ADV=0.000288986020301
mercifully|ADV=0.000108369757613
reprobate|NOUN=8.28020203693e-06
Secretion|NOUN=8.28020203693e-06
Saran|NOUN=8.28020203693e-06
stupefying|VERB=1.11400753069e-05
wished|VERB=0.000345342334514
in.|NOUN=3.31208081477e-05
preacher|NOUN=6.62416162954e-05
strife|NOUN=1.65604040739e-05
Soothing|VERB=1.11400753069e-05
do-it-yourself|ADJ=2.74228048045e-05
regaled|VERB=1.11400753069e-05
double|ADV=3.61232525377e-05
Memphis|NOUN=3.31208081477e-05
battles|NOUN=1.65604040739e-05
cha-chas|NOUN=8.28020203693e-06
Tea|NOUN=8.28020203693e-06
AA|NOUN=8.28020203693e-06
somewhat|ADV=0.00231188816241
bronchial|ADJ=0.00079526133933
underscore|VERB=1.11400753069e-05
whir|NOUN=1.65604040739e-05
sins|NOUN=2.48406061108e-05
vocalic|ADJ=2.74228048045e-05
Carpenters|NOUN=8.28020203693e-06
Drag|VERB=1.11400753069e-05
$29|NOUN=8.28020203693e-06
petered|VERB=1.11400753069e-05
thinned|VERB=1.11400753069e-05
Itch|VERB=1.11400753069e-05
clergyman|NOUN=2.48406061108e-05
intriguing|ADJ=2.74228048045e-05
whisked|VERB=1.11400753069e-05
Bryan's|NOUN=8.28020203693e-06
god|NOUN=4.96812122216e-05
acts|NOUN=7.45218183324e-05
ex-truck|NOUN=8.28020203693e-06
inarticulate|ADJ=2.74228048045e-05
formulating|VERB=3.34202259207e-05
baroreceptor|NOUN=8.28020203693e-06
rejoinder|NOUN=8.28020203693e-06
Hajime|NOUN=8.28020203693e-06
Dow|NOUN=8.28020203693e-06
subject's|NOUN=8.28020203693e-06
gallows|NOUN=8.28020203693e-06
Rathbones|NOUN=8.28020203693e-06
telling|ADJ=5.4845609609e-05
Iliad|NOUN=0.000115922828517
Give|VERB=6.68404518415e-05
predict|VERB=2.22801506138e-05
interests|NOUN=0.000231845657034
N'|NOUN=4.96812122216e-05
consign|VERB=2.22801506138e-05
mister|NOUN=2.48406061108e-05
dictating|VERB=1.11400753069e-05
Desegregation|NOUN=4.14010101846e-05
quest|NOUN=9.10822224062e-05
pounds|NOUN=6.62416162954e-05
S.|NOUN=0.000372609091662
descended|VERB=6.68404518415e-05
if|X=0.00169491525424
multipurpose|ADJ=2.74228048045e-05
Dearie|NOUN=8.28020203693e-06
perceptible|ADJ=2.74228048045e-05
drawing-rooms|NOUN=8.28020203693e-06
politically|ADV=7.22465050753e-05
disheveled|VERB=2.22801506138e-05
cancel|VERB=5.57003765345e-05
conditioner|NOUN=3.31208081477e-05
Willis'|NOUN=1.65604040739e-05
ultra-high-speed|ADJ=2.74228048045e-05
amplitude|NOUN=4.14010101846e-05
Abbot|NOUN=8.28020203693e-06
Lippman|NOUN=8.28020203693e-06
employing|VERB=2.22801506138e-05
missile-type|ADJ=2.74228048045e-05
slightly|ADV=0.00187840913196
Junior|NOUN=8.28020203693e-06
Soviet|NOUN=0.000157323838702
ache|VERB=1.11400753069e-05
spy|NOUN=1.65604040739e-05
doorman|NOUN=2.48406061108e-05
fiber-coupled|ADJ=0.000109691219218
impetus|NOUN=1.65604040739e-05
mistletoe|NOUN=8.28020203693e-06
duces|X=0.00169491525424
swell|VERB=1.11400753069e-05
half-a-dozen|NOUN=8.28020203693e-06
embarked|VERB=1.11400753069e-05
deficit|NOUN=1.65604040739e-05
cargo|NOUN=1.65604040739e-05
standard|NOUN=9.93624244432e-05
short-time|NOUN=8.28020203693e-06
removing|VERB=4.45603012276e-05
Considerable|ADJ=2.74228048045e-05
rang|VERB=0.000233941581445
arteries|NOUN=0.00010764262648
loyalty|NOUN=3.31208081477e-05
aniseikonic|ADJ=2.74228048045e-05
safekeeping|ADJ=2.74228048045e-05
revelations|NOUN=8.28020203693e-06
psychotic|ADJ=2.74228048045e-05
tyrosine|NOUN=2.48406061108e-05
decades|NOUN=9.10822224062e-05
groin|NOUN=3.31208081477e-05
Mamma|NOUN=1.65604040739e-05
swept|VERB=0.000178241204911
pronoun|NOUN=3.31208081477e-05
transcript|NOUN=8.28020203693e-06
assorted|VERB=2.22801506138e-05
giveaway|NOUN=8.28020203693e-06
fears|NOUN=0.000115922828517
predominates|VERB=1.11400753069e-05
pompousness|NOUN=8.28020203693e-06
Valentine|NOUN=8.28020203693e-06
Charlie's|NOUN=1.65604040739e-05
1.2|NUM=0.00015006002401
boot-wearer|NOUN=8.28020203693e-06
Bar|NOUN=4.96812122216e-05
bear|VERB=0.000178241204911
breathed|VERB=6.68404518415e-05
breaks|VERB=2.22801506138e-05
Standard|ADJ=0.000191959633631
iodide|NOUN=6.62416162954e-05
repudiate|VERB=1.11400753069e-05
watch|NOUN=0.000157323838702
steer|VERB=1.11400753069e-05
Minute|NOUN=8.28020203693e-06
initiate|VERB=2.22801506138e-05
Develop|VERB=1.11400753069e-05
Buckra|NOUN=1.65604040739e-05
1946|NUM=0.00105042016807
Forces|NOUN=0.000190444646849
ablaze|ADV=3.61232525377e-05
boxcar|NOUN=4.96812122216e-05
Electromyography|NOUN=8.28020203693e-06
butternut|NOUN=8.28020203693e-06
inflected|VERB=3.34202259207e-05
splintery|ADJ=2.74228048045e-05
Yearbook|NOUN=8.28020203693e-06
dilemma|NOUN=5.79614142585e-05
forbidden|VERB=3.34202259207e-05
5%|NOUN=1.65604040739e-05
46|NUM=0.00015006002401
blustered|VERB=1.11400753069e-05
waste|NOUN=7.45218183324e-05
gunpowder|NOUN=8.28020203693e-06
carpet|NOUN=5.79614142585e-05
Conservation|NOUN=8.28020203693e-06
sampled|VERB=3.34202259207e-05
renewed|VERB=6.68404518415e-05
exceptional|ADJ=0.000219382438436
hovel|NOUN=8.28020203693e-06
curl|VERB=2.22801506138e-05
gaseous|ADJ=5.4845609609e-05
coasts|NOUN=8.28020203693e-06
cow-man|NOUN=8.28020203693e-06
tremor|NOUN=8.28020203693e-06
Holden's|NOUN=1.65604040739e-05
**yj|NOUN=8.28020203693e-06
makeshifts|NOUN=8.28020203693e-06
wallow|VERB=1.11400753069e-05
Attendance|NOUN=1.65604040739e-05
nineteenth-century|NOUN=1.65604040739e-05
food|NOUN=0.000463691314068
aberration|NOUN=1.65604040739e-05
crumpled|VERB=3.34202259207e-05
Slash-B|NOUN=1.65604040739e-05
undergraduates|NOUN=8.28020203693e-06
voltages|NOUN=3.31208081477e-05
Iran|NOUN=8.28020203693e-06
figs.|NOUN=7.45218183324e-05
red-haired|ADJ=8.22684144134e-05
schemata|NOUN=8.28020203693e-06
betel-stained|ADJ=2.74228048045e-05
sue|VERB=8.91206024553e-05
stood|VERB=0.00189381280217
painless|ADJ=2.74228048045e-05
excepting|ADP=1.51834925069e-05
including|VERB=2.22801506138e-05
post-operative|ADJ=2.74228048045e-05
earns|VERB=1.11400753069e-05
Brodbeck|NOUN=8.28020203693e-06
variations|NOUN=8.28020203693e-05
Belle|NOUN=8.28020203693e-06
overestimation|NOUN=8.28020203693e-06
5:00|NUM=0.00015006002401
Closely|ADV=7.22465050753e-05
marrow|NOUN=4.14010101846e-05
debilitated|VERB=1.11400753069e-05
Likewise|ADV=0.000144493010151
Every|DET=0.000364131467291
right|ADV=0.00476826933497
convict's|NOUN=8.28020203693e-06
symbolic-sounding|ADJ=2.74228048045e-05
Put|VERB=6.68404518415e-05
up|PRT=0.0635642043272
stone-gray|ADJ=2.74228048045e-05
Marsh|NOUN=2.48406061108e-05
curbside|NOUN=8.28020203693e-06
wraith-like|ADJ=5.4845609609e-05
necessaries|NOUN=8.28020203693e-06
judiciary|NOUN=1.65604040739e-05
No-Name|NOUN=8.28020203693e-06
Corning|NOUN=8.28020203693e-06
bitch|NOUN=4.96812122216e-05
novelty|NOUN=2.48406061108e-05
intends|VERB=1.11400753069e-05
fundamentalist|ADJ=2.74228048045e-05
aerobic|ADJ=2.74228048045e-05
saxophone|NOUN=3.31208081477e-05
Guggenheim|NOUN=8.28020203693e-06
wattles|NOUN=1.65604040739e-05
resistances|NOUN=8.28020203693e-06
Leesona-Holt|NOUN=1.65604040739e-05
Stober's|NOUN=8.28020203693e-06
infliction|NOUN=1.65604040739e-05
Did|VERB=0.000479023238197
mass|ADJ=8.22684144134e-05
Conversely|ADV=7.22465050753e-05
overcome|VERB=0.000122540828376
furnishes|VERB=2.22801506138e-05
inaugurated|VERB=1.11400753069e-05
angle|VERB=1.11400753069e-05
scare|VERB=2.22801506138e-05
topped|VERB=3.34202259207e-05
contemptible|ADJ=2.74228048045e-05
one-third|NOUN=3.31208081477e-05
Range|NOUN=8.28020203693e-06
Lifson|NOUN=8.28020203693e-06
well-defined|ADJ=5.4845609609e-05
omitted|VERB=0.000100260677762
inflection|NOUN=2.48406061108e-05
Berlin|NOUN=2.48406061108e-05
upgrading|VERB=1.11400753069e-05
premonitory|ADJ=2.74228048045e-05
nonlinguistic|ADJ=5.4845609609e-05
vied|VERB=1.11400753069e-05
blame|VERB=0.000167101129604
experts|NOUN=7.45218183324e-05
fundamentals|NOUN=8.28020203693e-06
handsome|ADJ=0.000685570120112
1950s|NOUN=8.28020203693e-06
sister-in-law|NOUN=8.28020203693e-06
deportees|NOUN=8.28020203693e-06
mg/lBOD|NOUN=8.28020203693e-06
centrifugal|ADJ=2.74228048045e-05
curls|NOUN=8.28020203693e-06
$740|NOUN=8.28020203693e-06
Louis|NOUN=0.000157323838702
distributorship|NOUN=8.28020203693e-06
Yugoslavia|NOUN=2.48406061108e-05
compromising|VERB=2.22801506138e-05
biscuits|NOUN=4.14010101846e-05
dramas|NOUN=1.65604040739e-05
Malay|NOUN=8.28020203693e-06
arteriolar-pulmonary|ADJ=2.74228048045e-05
infinitely|ADV=7.22465050753e-05
send|VERB=0.000412182786356
report|NOUN=0.000463691314068
expectant|ADJ=5.4845609609e-05
19th|ADJ=5.4845609609e-05
pity|NOUN=4.96812122216e-05
supplementing|VERB=1.11400753069e-05
Claude|NOUN=8.28020203693e-06
discussing|VERB=7.79805271484e-05
railroad|NOUN=0.000182164444812
presidency|NOUN=8.28020203693e-06
snuggled|VERB=4.45603012276e-05
Pimen|NOUN=4.14010101846e-05
privy|NOUN=8.28020203693e-06
Neesen|NOUN=8.28020203693e-06
spouted|VERB=3.34202259207e-05
downhill|ADV=3.61232525377e-05
banners|NOUN=1.65604040739e-05
Projects|NOUN=8.28020203693e-06
haggardly|ADV=3.61232525377e-05
1925|NUM=0.000300120048019
demand|VERB=6.68404518415e-05
o'clock|ADV=0.000939204565979
Stoic-patristic|ADJ=2.74228048045e-05
complaisant|ADJ=2.74228048045e-05
headed|VERB=0.0003230621839
Back|ADJ=2.74228048045e-05
waiting|VERB=0.000824365572711
specifically|ADV=0.00061409529314
crime|NOUN=0.000157323838702
601|NUM=0.00015006002401
Opposite|ADP=1.51834925069e-05
investigation|NOUN=0.000190444646849
oblivion|NOUN=1.65604040739e-05
graze|VERB=1.11400753069e-05
wan|ADJ=5.4845609609e-05
embarrassed|VERB=6.68404518415e-05
fine-looking|ADJ=2.74228048045e-05
exogamous|ADJ=2.74228048045e-05
welcome|NOUN=3.31208081477e-05
erred|VERB=1.11400753069e-05
Mexican|NOUN=4.14010101846e-05
nineteenth|ADJ=0.00024680524324
clear-cut|ADJ=0.000137114024022
happening|VERB=0.000100260677762
Rachel's|NOUN=1.65604040739e-05
snow|VERB=1.11400753069e-05
felling|VERB=2.22801506138e-05
hectic|ADJ=5.4845609609e-05
recommend|VERB=0.000100260677762
graphically|ADV=3.61232525377e-05
Blanche|NOUN=0.000182164444812
Embarcadero|NOUN=8.28020203693e-06
accompanied|VERB=0.000111400753069
Resident|ADJ=2.74228048045e-05
interior|NOUN=9.93624244432e-05
viscosity|NOUN=8.28020203693e-05
mocked|VERB=2.22801506138e-05
circles|NOUN=0.000124203030554
automation|NOUN=1.65604040739e-05
thermometric|ADJ=2.74228048045e-05
meters|NOUN=4.14010101846e-05
travelling|VERB=1.11400753069e-05
echoing|VERB=2.22801506138e-05
Collector's|NOUN=8.28020203693e-06
mayorship|NOUN=8.28020203693e-06
numbers|NOUN=0.00043057050592
Seaton's|NOUN=8.28020203693e-06
outputs|NOUN=3.31208081477e-05
Merchant|NOUN=4.96812122216e-05
quagmire|NOUN=8.28020203693e-06
currents|NOUN=3.31208081477e-05
well-kept|ADJ=5.4845609609e-05
famed|ADJ=2.74228048045e-05
cause|VERB=0.000256221732059
proverbial|ADJ=5.4845609609e-05
Mesta|NOUN=8.28020203693e-06
interposition|NOUN=8.28020203693e-06
phosphor-screen|NOUN=8.28020203693e-06
safe-driving|NOUN=8.28020203693e-06
Lattimer|NOUN=2.48406061108e-05
unfitting|ADJ=8.22684144134e-05
Judea|NOUN=8.28020203693e-06
School|NOUN=9.10822224062e-05
acre-feet|NOUN=8.28020203693e-06
Always|ADV=0.000252862767764
arcus|NOUN=8.28020203693e-06
Nursing|VERB=1.11400753069e-05
hot|ADJ=0.00161794548346
Emptied|VERB=1.11400753069e-05
tetrachloride|NOUN=0.000157323838702
edition|NOUN=0.000182164444812
Rouge|NOUN=2.48406061108e-05
excuse|VERB=1.11400753069e-05
try|NOUN=8.28020203693e-06
streamside|NOUN=8.28020203693e-06
astrophysics|NOUN=1.65604040739e-05
Procreation|NOUN=8.28020203693e-06
incident|ADJ=0.000356496462458
spotty|ADJ=2.74228048045e-05
equitable|ADJ=0.00024680524324
indulge|VERB=2.22801506138e-05
Dearborn|NOUN=8.28020203693e-06
consolidation|NOUN=6.62416162954e-05
latch|VERB=1.11400753069e-05
puttering|VERB=1.11400753069e-05
vehicle|NOUN=0.00010764262648
unconvincing|ADJ=2.74228048045e-05
predictors|NOUN=8.28020203693e-06
circonscription|X=0.00169491525424
jumble|NOUN=2.48406061108e-05
preoccupation|NOUN=1.65604040739e-05
tipsy|ADJ=5.4845609609e-05
Appendix|NOUN=8.28020203693e-05
bodies|NOUN=0.000248406061108
Glance|VERB=1.11400753069e-05
portly|ADJ=2.74228048045e-05
Taos|NOUN=8.28020203693e-06
prescription|NOUN=3.31208081477e-05
tag|NOUN=1.65604040739e-05
tip-toe|NOUN=8.28020203693e-06
ragging|VERB=2.22801506138e-05
40%|NOUN=3.31208081477e-05
public-limit|NOUN=6.62416162954e-05
Miners|NOUN=8.28020203693e-06
tore|VERB=0.000133680903683
dimers|NOUN=8.28020203693e-06
368(a)(1)|NUM=0.000450180072029
widthwise|ADJ=2.74228048045e-05
Liverpool|NOUN=8.28020203693e-06
goddamn|ADJ=0.000137114024022
firepower|NOUN=8.28020203693e-06
supra|ADV=0.000108369757613
disbursements|NOUN=1.65604040739e-05
recruit|VERB=3.34202259207e-05
stock's|NOUN=8.28020203693e-06
drown|VERB=3.34202259207e-05
**yt|NOUN=3.31208081477e-05
dictum|NOUN=1.65604040739e-05
childishness|NOUN=1.65604040739e-05
Indeed|ADV=0.000794711555828
thermopile|NOUN=8.28020203693e-06
lower|ADV=0.000144493010151
eatables|NOUN=8.28020203693e-06
flipping|VERB=2.22801506138e-05
Research|NOUN=0.000190444646849
Plato|NOUN=8.28020203693e-06
three-dimensional|ADJ=0.00024680524324
Budd|NOUN=3.31208081477e-05
spell|NOUN=4.96812122216e-05
c'n|VERB=1.11400753069e-05
Local|ADJ=0.000191959633631
crags|NOUN=8.28020203693e-06
glycerol|NOUN=1.65604040739e-05
thirty-seven|NUM=0.00015006002401
discern|VERB=3.34202259207e-05
Carleton|NOUN=0.000240125859071
repaired|VERB=7.79805271484e-05
floated|VERB=5.57003765345e-05
817|NUM=0.00015006002401
eighteenth|ADJ=8.22684144134e-05
ornery|ADJ=2.74228048045e-05
camps|NOUN=5.79614142585e-05
Often|ADV=0.000288986020301
sardines|NOUN=8.28020203693e-06
unaggressive|ADJ=2.74228048045e-05
pursuant|ADJ=0.000191959633631
startled|VERB=0.000200521355524
McClellan's|NOUN=8.28020203693e-06
Suggested|VERB=1.11400753069e-05
apply|VERB=0.000300782033287
monopoly|NOUN=3.31208081477e-05
B-70|NOUN=2.48406061108e-05
bewildered|VERB=5.57003765345e-05
untoward|ADJ=2.74228048045e-05
Opera's|NOUN=8.28020203693e-06
crack|NOUN=7.45218183324e-05
promising|VERB=1.11400753069e-05
Indian|ADJ=0.000493610486481
A-Z's|NOUN=8.28020203693e-06
repressed|VERB=1.11400753069e-05
1936|NUM=0.000300120048019
gold|NOUN=0.000165604040739
publish|VERB=1.11400753069e-05
delay|VERB=3.34202259207e-05
jockey|NOUN=8.28020203693e-06
abstractedness|NOUN=8.28020203693e-06
hadn't|VERB=0.000969186551701
Severs|NOUN=8.28020203693e-06
chuckled|VERB=8.91206024553e-05
prosecute|VERB=1.11400753069e-05
constants|NOUN=6.62416162954e-05
Indefinite|ADJ=2.74228048045e-05
1960-1961|NUM=0.00015006002401
milestone|NOUN=8.28020203693e-06
artificially|ADV=0.000108369757613
unease|NOUN=8.28020203693e-06
Point|NOUN=9.93624244432e-05
Macklin's|NOUN=8.28020203693e-06
Renfrew|NOUN=8.28020203693e-06
minus|X=0.00169491525424
hour-long|ADJ=2.74228048045e-05
loom|NOUN=3.31208081477e-05
photograph|NOUN=0.000115922828517
lumps|NOUN=1.65604040739e-05
shirking|VERB=1.11400753069e-05
blanching|VERB=4.45603012276e-05
Indirectly|ADV=3.61232525377e-05
beating|NOUN=8.28020203693e-06
results|VERB=0.000133680903683
baptisms|NOUN=8.28020203693e-06
approve|VERB=2.22801506138e-05
de-iodinase|NOUN=8.28020203693e-06
Vaska|NOUN=8.28020203693e-06
topic|NOUN=3.31208081477e-05
locally|ADV=0.000108369757613
considered|VERB=0.000813225497404
drowsily|ADV=3.61232525377e-05
weaken|VERB=1.11400753069e-05
aquam|X=0.00169491525424
Sirinjani|NOUN=8.28020203693e-06
half-closed|ADJ=5.4845609609e-05
ity|NOUN=8.28020203693e-06
decision|NOUN=0.000389169495736
serial|ADJ=2.74228048045e-05
excelsin|NOUN=8.28020203693e-06
Acting|VERB=5.57003765345e-05
money's|NOUN=8.28020203693e-06
somber|ADJ=2.74228048045e-05
record|NOUN=0.000339488283514
incurs|VERB=1.11400753069e-05
cocktail|NOUN=3.31208081477e-05
Rh|NOUN=4.14010101846e-05
parted|VERB=5.57003765345e-05
Albania|NOUN=8.28020203693e-06
necrotic|ADJ=2.74228048045e-05
meaningful|ADJ=0.000383919267263
disquiet|NOUN=8.28020203693e-06
trample|VERB=2.22801506138e-05
mistrusted|VERB=2.22801506138e-05
poorly|ADV=0.000216739515226
democracy|NOUN=4.96812122216e-05
disembodied|VERB=1.11400753069e-05
mechanic|NOUN=8.28020203693e-06
suffrage|NOUN=8.28020203693e-06
someone|NOUN=0.000364328889625
Failing|VERB=2.22801506138e-05
shopworn|ADJ=2.74228048045e-05
swimming|VERB=0.000300782033287
Rig-Veda|NOUN=8.28020203693e-06
introjects|NOUN=8.28020203693e-06
contest|NOUN=4.96812122216e-05
Hegel|NOUN=8.28020203693e-06
sound|NOUN=0.000662416162954
retied|VERB=1.11400753069e-05
requires|VERB=0.000267361807366
agnomen|NOUN=8.28020203693e-06
Brest-Silevniov|NOUN=8.28020203693e-06
vocabulary|NOUN=4.96812122216e-05
sculptured|VERB=1.11400753069e-05
curtness|NOUN=8.28020203693e-06
serum|NOUN=0.000132483232591
